"Tweet" "Country" "Words" "AFScore" "BingScore" "NumWords" "AFINNcats"
"1151" "Covid Australia: Sydney to welcome quarantine-free international travel https://t.co/MiABQnyifC #NEWS https://t.co/ZNEwFi04Hf" "RSA" "free_welcome" 2 "positive" 2 "[1;3)"
"1153" "COVID AUSTRALIA: NSW will open up on November 1 for Freedom Day 2 https://t.co/AoHVnKrvgC https://t.co/YNSUX06F2z" "RSA" "freedom" 2 "positive" 1 "[1;3)"
"1159" "Bears RB Williams on COVID list; status in doubt https://t.co/mjUkEBNAYs #Sports https://t.co/ucL052meMv" "RSA" "doubt" -1 "negative" 1 "(-3;-1]"
"1162" "The mystery of how long Covid damages our memory https://t.co/gvTyPFdfQS #NEWS https://t.co/f4ihItdDkl" "RSA" "damages" -3 "negative" 1 "[-5;-3]"
"1163" "Covid: Strike fears as Italy's workers require Covid pass https://t.co/ZcmU9NCMh0 #NEWS https://t.co/1FIsq0yxtR" "RSA" "strike" -1 "negative" 1 "(-3;-1]"
"1182" "Couple in hospital with Covid heartbroken after 12 pet dogs killed over virus fears https://t.co/EqqdqU1IEi https://t.co/7ZTQ5MYmq0" "RSA" "heartbroken_killed" -3 "negative" 2 "[-5;-3]"
"1184" "@ZubyMusic fake covid cures people have tried?" "RSA" "fake" -3 "negative" 1 "[-5;-3]"
"1189" "FDA panel backs half-dose Moderna booster for older and at-risk US adults https://t.co/X7vQsCGKVk #NEWS https://t.co/okHZ71Xh7k" "RSA" "backs_risk" 0 "negative" 2 "0"
"1190" "#MarjorieTaylorGreene Tries to Defend #KyrieIrving With Very Wrong Covid-#HIV Comparison https://t.co/4293AY8J2o https://t.co/qB4kpUnHCo" "RSA" "wrong" -2 "negative" 1 "(-3;-1]"
"1191" "FDA Advisory Panel Endorses #Moderna Covid-19 Booster For Seniors, Other High-Risk Groups https://t.co/4Pv9hKIsD2 https://t.co/GeTq4pI639" "RSA" "endorses_risk" 0 "neutral" 2 "0"
"1194" "FDA panel endorses lower-dose Moderna COVID shot for booster https://t.co/gIKOQyKJ29 #HRVA https://t.co/2LjkE6vSuT" "RSA" "endorses" 2 "positive" 1 "[1;3)"
"1195" "Keir Starmer says Covid report a 'damning indictment' of Tory failures that cost lives https://t.co/2F8E9OfoU6 https://t.co/qWZVS5hW9l" "RSA" "failures" -2 "negative" 1 "(-3;-1]"
"1204" "Experts recommend that FDA should authorize Moderna COVID vaccine booster https://t.co/6rJxWP5YD0 https://t.co/soSg3fyFrQ" "RSA" "recommend" 2 "positive" 1 "[1;3)"
"1211" "Source: Three Cardinals test positive for COVID https://t.co/b3HboSQiwJ #Sports https://t.co/wvfwilC9fA" "RSA" "positive" 2 "positive" 1 "[1;3)"
"1212" "People taking statins less likely to die from Covid, study suggests https://t.co/lnSW6FIKHb #NEWS https://t.co/HThmHRcqCG" "RSA" "die" -3 "negative" 1 "[-5;-3]"
"1223" "Analysis: NBA star's vaccine skepticism runs counter to racial justice stance https://t.co/8lHnpOHQnl #NEWS https://t.co/8S9n9bvhkJ" "RSA" "justice_skepticism" 0 "negative" 2 "0"
"1240" "GOP lawmaker, banned from flying Alaska Airlines over mask mandate, tests positive for covid-19 https://t.co/A4uRkdVqtb" "RSA" "banned_positive" 0 "positive" 2 "0"
"1242" "Keith Olbermann blasts 'afraid' unvaccinated Americans: 'They are all snowflakes' https://t.co/XGXbRW1QEs https://t.co/6MiNSs2Fzd" "RSA" "afraid" -2 "negative" 1 "(-3;-1]"
"1251" "Kyrie Irving Defends Anti-Vaccine Choice, 'I Haven't Committed A Crime' https://t.co/l0GICJI10N https://t.co/YKgNdQHFHx" "RSA" "anti_committed_crime" -1 "negative" 3 "(-3;-1]"
"1253" "Lateral flow tests detect people at greater risk of spreading Covid, study claims https://t.co/zUFTR9uBOH https://t.co/At0HAYl1WJ" "RSA" "greater_risk" 0 "negative" 2 "0"
"1257" "Military Archbishop: Catholic Soldiers May Follow Their Conscience and Reject COVID Vaccine https://t.co/z3ZEFvy3fZ" "RSA" "reject" -1 "negative" 1 "(-3;-1]"
"1262" "One in 6 UK Covid cases happened since Freedom Day as infections hit 12 week high https://t.co/WvfXIeGAj0 https://t.co/5P6ZBoLAct" "RSA" "freedom" 2 "neutral" 1 "[1;3)"
"1265" "$TFFP This is excellent news for TFF...and there's so much more to come! https://t.co/UElkgJLlTU" "RSA" "excellent" 3 "positive" 1 "[3;5]"
"1266" "Anti-Vaxxer Alaska Pol Who Shunned Masks Contracts COVID, Turns To Her Vibrator For Cure | @crooksandliars https://t.co/7rrHZNBRhm" "RSA" "anti" -1 "neutral" 1 "(-3;-1]"
"1269" "Number of Britons falling ill with Covid every day FALLS to below 70,000 https://t.co/KVnna69kmW https://t.co/2v1Lwr1HX3" "RSA" "falling_ill" -2 "negative" 2 "(-3;-1]"
"1272" "California prison worker vaccine mandate is put on hold by judge https://t.co/bgBXNJRyvA https://t.co/LWNyciVRKg" "RSA" "prison" -2 "negative" 1 "(-3;-1]"
"1275" "@Jim_Jordan When a worker dies from Covid you really shouldn't be surprised when they don't go back to work.  

Encourage vaccines Gym." "RSA" "encourage" 2 "positive" 1 "[1;3)"
"1282" "So the best way not to get Covid....is to get Covid.

And some wonder why people remain skeptical of the \"experts\" https://t.co/U14Zjm5pVr" "RSA" "best_skeptical" 0 "positive" 2 "0"
"1285" "Schools told to crack down on Covid absences after as 200,000 children missed lessons https://t.co/VhyzXZCTzA https://t.co/a4llL8lUvp" "RSA" "missed" -2 "negative" 1 "(-3;-1]"
"1288" "With hospitals crowded from COVID, 1 in 5 American families delays health care https://t.co/9fDuPdZvmy https://t.co/9BAetWK5lw" "RSA" "care" 2 "negative" 1 "[1;3)"
"1289" "New story on #NPR: With hospitals crowded from COVID, 1 in 5 American families delays health care https://t.co/Pw0eIdiIev" "RSA" "care" 2 "negative" 1 "[1;3)"
"1292" "Sajid Javid apologises for government's Covid 'failures' https://t.co/yAITtoxxpA https://t.co/iImxYoE9rl" "RSA" "apologises_failures" -2 "negative" 2 "(-3;-1]"
"1295" "Scientists abused and threatened for discussing Covid, global survey finds https://t.co/qL9CTCW1pr #NEWS https://t.co/wpPvgItSvY" "RSA" "abused_threatened" -2 "negative" 2 "(-3;-1]"
"1302" "@LostButUpright @dgermanuci @annmcd88 @patriottakes My co-worker was a kidney transplant recipient, and he just died from COVID." "RSA" "died" -3 "negative" 1 "[-5;-3]"
"1303" "Covid booster shots important to stop infection, finds English study https://t.co/edk0PiN04P #NEWS https://t.co/IPv2lnMEet" "RSA" "important_stop" 0 "neutral" 2 "0"
"1305" "Alabama's shocking use of Covid relief funds https://t.co/kTr8kZHC6b #NEWS https://t.co/xgVO7WuNJN" "RSA" "shocking" -2 "neutral" 1 "(-3;-1]"
"1307" "Vietnam: Owners heartbroken after 12 dogs killed over Covid https://t.co/8H6E72zNn2 #NEWS https://t.co/1ifKo2CWu3" "RSA" "heartbroken_killed" -3 "negative" 2 "[-5;-3]"
"1310" "@BobHenryRob @Cimreau @NewWorldHominin We also have a really good idea of the long term effects of COVID." "RSA" "good" 3 "positive" 1 "[3;5]"
"1311" "@Turbayveronica Make a donation in their name to the World Health Org Covid Solidarity Fund." "RSA" "solidarity" 2 "positive" 1 "[1;3)"
"1312" "Great title by a great thinking journalist: Jim Bacon

https://t.co/Tk5NYIUFZv" "RSA" "great" 3 "positive" 1 "[3;5]"
"1315" "Well that was a damn interesting interview with Dr. Richard Fleming, MD, PhD on matters Covid. #HoldTheLine 
https://t.co/1oQ0KWiNUr" "RSA" "damn_interesting_matters" 0 "positive" 3 "0"
"1320" "NHS bosses fear backlog won't clear until 2026 as Covid pandemic could cause years of delays https://t.co/E7X1vXTpdn https://t.co/H0o1NwOXII" "RSA" "clear_fear" 0 "negative" 2 "0"
"1325" "Dr. Sanjay Gupta explains why gut health is so important for immunity https://t.co/WsnyNzLlPq #NEWS https://t.co/7PMn4C2Du2" "RSA" "important" 2 "positive" 1 "[1;3)"
"1341" "What could a memorial to those lost to COVID-19 look like?
https://t.co/fluEJ3TOM4" "RSA" "like_lost" 0 "neutral" 2 "0"
"1344" "NHS England Covid app outage shows problems of single centralised system https://t.co/Zk9ntNFJjB #NEWS https://t.co/aghqE5bpiX" "RSA" "problems" -2 "negative" 1 "(-3;-1]"
"1346" "Military Archbishop: Catholic Soldiers May Follow Their Conscience and Reject COVID Vaccine https://t.co/z3ZEFvy3fZ" "RSA" "reject" -1 "negative" 1 "(-3;-1]"
"1348" "Covid: New WHO group may be last chance to find virus origins https://t.co/Fzn9w5vYMn #NEWS https://t.co/xLzqfivy3N" "RSA" "chance" 2 "negative" 1 "[1;3)"
"1374" "@patriottakes No one wants an unvaccinated nurse giving them COVID as they try to get well. No one. #yourbodyyourchoice" "RSA" "no" -1 "positive" 1 "(-3;-1]"
"1376" "Ray J Out of Hospital and Resting at Home After Pneumonia Scare https://t.co/1pEKW1CCAo https://t.co/mEcn0bS0QM" "RSA" "scare" -2 "negative" 1 "(-3;-1]"
"1378" "Study of COVID vaccine boosters suggests Moderna or Pfizer works best https://t.co/6XMqk559su https://t.co/n41IPo2SLK" "RSA" "best" 3 "positive" 1 "[3;5]"
"1379" "New story on #NPR: Study of COVID vaccine boosters suggests Moderna or Pfizer works best https://t.co/4CDcHhq7IL" "RSA" "best" 3 "positive" 1 "[3;5]"
"1385" "Six crises facing Britain ahead of bleak winter - and whether Covid or Brexit are to blame https://t.co/tgH7M7w6Gm https://t.co/AWUMvLdEQy" "RSA" "blame" -2 "negative" 1 "(-3;-1]"
"1386" "Southwest Airlines Pilots Association Wants Clarity On The Details Of The Covid Vaccine Mandate  https://t.co/A9poadRnTe" "RSA" "clarity" 2 "positive" 1 "[1;3)"
"1390" "Maori leader calls New Zealand's COVID-19 strategy a 'death warrant' for her people https://t.co/NSLEFnqGq0 https://t.co/s80sv7HiPC" "RSA" "death" -2 "negative" 1 "(-3;-1]"
"1392" "How often do fully vaccinated people die from rare breakthrough infections of COVID? #SmartNews  https://t.co/gpjgtNnssr" "RSA" "breakthrough_die" 0 "negative" 2 "0"
"1394" "@DKThomp Voiceless, like the people who have died of Covid?" "RSA" "died_like" 0 "neutral" 2 "0"
"1396" "More chaos for holidaymakers as NHS Covid vaccine pass app crashes https://t.co/qkHMO2rUtJ https://t.co/acRxHwdjUK" "RSA" "chaos" -2 "negative" 1 "(-3;-1]"
"1399" "@yamane_patricia @johncatanzara Covid is now the leading cause of death for the police - sounds pretty stupid John." "RSA" "death_pretty_stupid" -1 "neutral" 3 "(-3;-1]"
"1400" "Fukking ridiculous!!!

Florida fines county $3.5 million for enforcing vaccine passports
https://t.co/qSWc2KuyQq" "RSA" "ridiculous" -3 "negative" 1 "[-5;-3]"
"1412" "3 COVID waves in DC but only 2 death waves https://t.co/zlGDPbqQHk" "RSA" "death" -2 "negative" 1 "(-3;-1]"
"1419" "@davidmweissman You would think he'd wake up and realize he's losing Republican voters to covid." "RSA" "losing" -3 "negative" 1 "[-5;-3]"
"1420" "Angry Parent Sues To Force School District To Follow CDC Guidelines | @crooksandliars https://t.co/JDDpOIPdnu" "RSA" "angry" -3 "negative" 1 "[-5;-3]"
"1421" "Singapore Covid: Airline websites crash as borders set to open https://t.co/1V6gMcqWRE #NEWS https://t.co/bYCgNOkpx6" "RSA" "crash" -2 "negative" 1 "(-3;-1]"
"1440" "Positive COVID tests rose to 17% last week https://t.co/a4lWmupiW9 #OBX https://t.co/CNHFC86hcy" "RSA" "positive" 2 "positive" 1 "[1;3)"
"1448" "Back from the brink: how Japan became a surprise Covid success story https://t.co/Sqo47gFgty #NEWS https://t.co/sNzf4EDCj1" "RSA" "success" 2 "positive" 1 "[1;3)"
"1452" "EMPD denies stalling training of recruits, blames COVID for delay https://t.co/iGluI4Wxbb" "RSA" "blames_delay_denies_stalling" -2 "negative" 4 "(-3;-1]"
"1453" "Covid news live: US set to open land borders, Bali prepares to welcome back tourists https://t.co/e25YzPxTCQ #NEWS https://t.co/ugSzFt442d" "RSA" "welcome" 2 "positive" 1 "[1;3)"
"1454" "Dare County COVID-19 cases stable over last two weeks https://t.co/gnMNFFPh12 #OBX https://t.co/xBIyUSI7Pk" "RSA" "stable" 2 "positive" 1 "[1;3)"
"1457" "@ResistMonsters So sorry to hear about your continuing Covid issues!  Following." "RSA" "sorry" -1 "negative" 1 "(-3;-1]"
"1466" "@crewgrrl @seananmcguire I love Brach's Candy Corn and only Brach's. 

This, though, I will continue to avoid like its got Covid-19 itself." "RSA" "avoid_like_love" 1 "positive" 3 "[1;3)"
"1470" "Kyrie Irving, angry parents and personal choice in the Covid-19 culture war https://t.co/AciyxrTK2L #NEWS https://t.co/nqE9Wijruz" "RSA" "angry_war" -2 "negative" 2 "(-3;-1]"
"1475" "My friend Amy with Covid pneumonia was able to go home today! Thank you for praying!" "RSA" "praying_thank" 2 "positive" 2 "[1;3)"
"1480" "Schoolgirl, 12, died from Covid-19 just six days after developing a 'minor cough' https://t.co/qrL4ZtgNAY https://t.co/rwhYsLX4Hg" "RSA" "died" -3 "negative" 1 "[-5;-3]"
"1481" "Catholic Troops Can Refuse COVID Vaccine, Archbishop Declares https://t.co/JS8TQUZXwI via @DefenseOne" "RSA" "refuse" -2 "negative" 1 "(-3;-1]"
"1482" "@AnarchoCorvidae No child has ever been bored in school before Covid. Not a single one." "RSA" "bored_no" -2 "negative" 2 "(-3;-1]"
"1487" "Life expectancy was 'falling in up to fifth of English communities even BEFORE Covid struck' https://t.co/t3ErgURjIT https://t.co/CKJaQSKc4D" "RSA" "falling_struck" -1 "negative" 2 "(-3;-1]"
"1490" "2) Do you want COVID blood clots like this that led to amputation or do you want to just #vaccinate? https://t.co/1zbRCkCcIb" "RSA" "like_want" 1 "positive" 2 "[1;3)"
"1491" "Blac Chyna goes on expletive-filled rant about COVID-19 vaccine at Miami airport https://t.co/QyxyYlbDUG https://t.co/muTu907mH5" "RSA" "rant" -3 "negative" 1 "[-5;-3]"
"1501" "Reported hate crimes in England and Wales up 9% since start of pandemic https://t.co/LYI2Od4HTh #NEWS https://t.co/DRhLrBFqSu" "RSA" "hate" -3 "negative" 1 "[-5;-3]"
"1505" "Opinion: How to protect pregnant people from Covid-19 https://t.co/bz9Y6fVbia #NEWS https://t.co/j1IBlbheXE" "RSA" "protect" 1 "positive" 1 "[1;3)"
"1511" "Covid-19 vaccine boosters are 'immoral' and 'unfair', says WHO chief https://t.co/tJnp3BdPBI #NEWS https://t.co/ckB7ro2CS3" "RSA" "unfair" -2 "negative" 1 "(-3;-1]"
"1515" "Braves' Soler sidelined after testing positive for COVID-19 https://t.co/DXkTFP229S https://t.co/tdkjKovbwI" "RSA" "positive" 2 "positive" 1 "[1;3)"
"1517" "@jtimm684 @gvedak Great. You gave Soler COVID with your delicious looking dessert." "RSA" "great" 3 "positive" 1 "[3;5]"
"1520" "@dcexaminer @PressSec  Biden responsible for far more deaths from covid than former President Trump!" "RSA" "responsible" 2 "positive" 1 "[1;3)"
"1527" "Matt Hancock appointed UN special envoy to help Covid recovery in Africa https://t.co/mpTrlhKppG #NEWS https://t.co/sy7XnB6tJQ" "RSA" "help" 2 "positive" 1 "[1;3)"
"1529" "Braves' Soler tests positive for virus before Gm. 4 https://t.co/7AI4Vb2TIl #Sports https://t.co/orDixUVdow" "RSA" "positive" 2 "neutral" 1 "[1;3)"
"1531" "#SmokeyRobinson Nearly Died of COVID During 11-Day Hospital Stay https://t.co/5jH2t7lsdV https://t.co/5oU4yj6JKd" "RSA" "died" -3 "negative" 1 "[-5;-3]"
"1542" "Breakthrough infections might not be a big transmission risk. Here's the evidence https://t.co/tPI6t8F0gQ https://t.co/z0XAMqxJ86" "RSA" "big_breakthrough_risk" 1 "negative" 3 "[1;3)"
"1556" "@LekoloaneManam1 The covid advisory committee can give a good explanation here." "RSA" "good" 3 "positive" 1 "[3;5]"
"1558" "A Wisconsin brewery is helping parents sue school districts that don't require masks https://t.co/jYNFwKMG9H https://t.co/yH0LmnJljf" "RSA" "helping" 2 "neutral" 1 "[1;3)"
"1562" "Covid report reveals failure after failure by Tories | Letters https://t.co/dVEoB9ZDB8 #NEWS https://t.co/7sRdXHKU8y" "RSA" "failure" -2 "negative" 1 "(-3;-1]"
"1564" "Calls for inquiry as negative Covid PCR tests after positive lateral flow reported https://t.co/94bnBLnz7w #NEWS https://t.co/6rzzN2ONab" "RSA" "negative_positive" 0 "neutral" 2 "0"
"1569" "Doctors from London and Italy bondy over traumatic Covid experiences via Europe Talks https://t.co/f4v1qT8CzX https://t.co/Y9SNKIEqVs" "RSA" "traumatic" -3 "negative" 1 "[-5;-3]"
"1586" "1 sentence that sums up Joe Biden's mounting political problems https://t.co/8HYgoWCkMn #NEWS https://t.co/Ka4Mn5U6Fg" "RSA" "problems_sentence" -2 "negative" 2 "(-3;-1]"
"1589" "@WhitlockJason Wait til people find out about the mgm scandal that was covered up by covid" "RSA" "scandal" -3 "negative" 1 "[-5;-3]"
"1602" "Free-State Covid-19 Update https://t.co/tDFNc5qA5c" "RSA" "free" 1 "positive" 1 "[1;3)"
"1606" "Moderna and J&amp;J say their data supports COVID vaccine boosters https://t.co/R9wwRDfYHa https://t.co/1fObl7Kwv3" "RSA" "supports" 2 "positive" 1 "[1;3)"
"1609" "Dominic Cummings brands Boris Johnson a 'joke PM' after damning Covid report https://t.co/AUwdGsQoAs https://t.co/LBwCnk0GC4" "RSA" "joke" 2 "negative" 1 "[1;3)"
"1610" "@Robin4BidenNBlu @MattWalshBlog Probably the same grades as the people who believe that masks actually stop the covid virus" "RSA" "stop" -1 "negative" 1 "(-3;-1]"
"1616" "@davidmweissman I  personally know 8 people who survived Covid and 3 that died from it." "RSA" "died_survived" 0 "negative" 2 "0"
"1628" "@abuti_rati @Paratus2014 There's no one who said vaccines stop people from dying, but they won't die in big numbers due to covid." "RSA" "big_die_no_stop" -1 "negative" 4 "(-3;-1]"
"1634" "Pelosi's trip to Rome was disrupted by violent anti-vaccine mandate protests https://t.co/gBcjEJleog https://t.co/kotQBvslF6" "RSA" "anti_protests_violent" -2 "negative" 3 "(-3;-1]"
"1659" "@GMB @susannareid100 every day covid 
fucking relentless propaganda" "RSA" "fucking_propaganda_relentless" -2 "negative" 3 "(-3;-1]"
"1660" "Covid 19 has eyes and ears and very clever, when its election time dies down no lockdown nor enforcement of wearing masks by leaders" "RSA" "clever_no" 0 "neutral" 2 "0"
"1663" "Rich nations warned hogging Covid jabs will lead to huge global death toll https://t.co/IydC9RLd3U #NEWS https://t.co/D2vbXQTJjQ" "RSA" "death_huge_rich_warned" 0 "negative" 4 "0"
"1676" "@HealthZA Covid numbers are going down that's very good news" "RSA" "good" 3 "positive" 1 "[3;5]"
"1683" "Texas mom gives birth to twin girls after testing positive for COVID https://t.co/aWWbyZKFqB https://t.co/qWiNtUe3o6" "RSA" "positive" 2 "positive" 1 "[1;3)"
"1694" "When people overcome Covid easily, leftists and vaxx cultists get pissed. They wish you ill instead of wishing you well." "RSA" "ill_pissed_wish_wishing" -1 "positive" 4 "(-3;-1]"
"1697" "Covid: UK start to pandemic worst public health failure ever, MPs say https://t.co/qA6LETvAzT #NEWS https://t.co/dXAH3Qd4oL" "RSA" "failure_worst" -2 "negative" 2 "(-3;-1]"
"1698" "@donttrusttrump1 @JackPosobiec I feel like they are fighting for Covid 19." "RSA" "like" 2 "positive" 1 "[1;3)"
"1699" "Good for him. Slams vaccine mandates.
https://t.co/sw4Fc2a86C" "RSA" "good" 3 "positive" 1 "[3;5]"
"1711" "@davidmweissman My husband has covid. My uncle died of covid." "RSA" "died" -3 "negative" 1 "[-5;-3]"
"1714" "@jessforbiden Yes, I do. I also know some who have died of Covid." "RSA" "died_yes" -1 "negative" 2 "(-3;-1]"
"1719" "Italian Covid bereaved want inquiry extended beyond early outbreak https://t.co/R58WazqWwg #NEWS https://t.co/189oIjJqGK" "RSA" "bereaved_want" 0 "negative" 2 "0"
"1729" "'Boris Johnson's incompetent leadership helped send Covid victims to early graves' https://t.co/4cPEpznKlQ https://t.co/KfAdQ2DPMb" "RSA" "incompetent_victims" -2 "neutral" 2 "(-3;-1]"
"1731" "@lindarutter Projection: more kids will be sick from candy than COVID on November 1." "RSA" "sick" -2 "negative" 1 "(-3;-1]"
